"actor","text","season","episode","title"
"CERSEI","Yes, it tis. What was she like?","01","05","The Wolf and The Lion"
"KING ROBERT","You've never asked about her, not once. Why not?","01","05","The Wolf and The Lion"
"CERSEI","At first, just saying her name, even in private felt like I was breathing life back into her. I thought if I didn't talk about her, she'd just fade away for you. When I realized that wasn't going to happen, I refused to ask out of spite. I didn't want to give you the satisfaction of thinking I cared enough to ask. And eventually it became clear that my spite didn't mean anything to you, as far as I could tell, you actually enjoyed it.","01","05","The Wolf and The Lion"
"KING ROBERT","So why now?","01","05","The Wolf and The Lion"
"CERSEI","What harm could Lyanna Stark's ghost do to either of us that we haven't done to each other a hundred times over?","01","05","The Wolf and The Lion"
"KING ROBERT","You want to know the horrible truth? I can't even remember what she looked like. I only know she was the one thing I ever wanted ... Someone took her away from me, and Seven Kingdoms couldn't fill the hole she left behind.","01","05","The Wolf and The Lion"
"CERSEI","I felt something for you once, you know?","01","05","The Wolf and The Lion"
"KING ROBERT","I know.","01","05","The Wolf and The Lion"
"CERSEI","Even after we lost our first boy -- for quite a while, actually. Was it ever possible for us? Was there ever a time, ever a ... moment?","01","05","The Wolf and The Lion"
"KING ROBERT","No. Does that make you feel better or worse?","01","05","The Wolf and The Lion"
"CERSEI","It doesn't make me feel anything.","01","05","The Wolf and The Lion"
"MHAEGEN","She looks like him, don't she, My Lord? She has his nose, his black hair.","01","05","The Wolf and The Lion"
"NED","Aye.","01","05","The Wolf and The Lion"
"MHAEGEN","Tell him when you see him, My Lord. If it please you ... tell him how beautiful she is.","01","05","The Wolf and The Lion"
"NED","I will.","01","05","The Wolf and The Lion"
"MHAEGEN","And tell him I've been with no one else. I swear it, My Lord, by the old gods and new. I don't want no jewels or nothing, just him. The King was always good to me.","01","05","The Wolf and The Lion"
"NED","When Jon Arryn came to visit you, what did he want?","01","05","The Wolf and The Lion"
"MHAEGEN","He wasn't that sort of man, My Lord. He just wanted to know if the child was happy ... healthy.","01","05","The Wolf and The Lion"
"NED","She looks healthy enough to me. The girl shall want for nothing.","01","05","The Wolf and The Lion"
"LITTLEFINGER","Brothels make a much better investment than ship, I've found. Whores rarely sink.","01","05","The Wolf and The Lion"
"NED","What do you know of King Robert's bastards?","01","05","The Wolf and The Lion"
"LITTLEFINGER","Well, he has more than you, for a start.","01","05","The Wolf and The Lion"
"NED","How many?","01","05","The Wolf and The Lion"
"LITTLEFINGER","Does it matter? If you f*ck enough women, some of them will give you presents.","01","05","The Wolf and The Lion"
"NED","And Jon Arryn tracked them all down. Why?","01","05","The Wolf and The Lion"
"LITTLEFINGER","He was the King's Hand. Perhaps Robert wanted them looked after. He was overcome with fatherly love.","01","05","The Wolf and The Lion"
"NED","(preparing to take his leave - to Jory) Come.","01","05","The Wolf and The Lion"
"NED","Jory!","01","05","The Wolf and The Lion"
"JORY","(startled out of his trance) My Lord.","01","05","The Wolf and The Lion"
"JAIME","Such a small pack of wolves.","01","05","The Wolf and The Lion"
"JORY","Stay back, Ser! This is the Hand of the King!","01","05","The Wolf and The Lion"
"JAIME","Was! ... the Hand of the King. Now I'm not sure what he is ... Lord of somewhere very far away.","01","05","The Wolf and The Lion"
"LITTLEFINGER","(exiting the brothel) What's the meaning of this, Lannister?","01","05","The Wolf and The Lion"
"JAIME","Get back inside where it's safe. I'm looking for my brother. You remember my brother, don't you, Lord Stark? Blond hair, sharp tongue, short man.","01","05","The Wolf and The Lion"
"NED","I remember him well.","01","05","The Wolf and The Lion"
"JAIME","It seems he had some trouble on the road. You wouldn't know what happened to him, would you?","01","05","The Wolf and The Lion"
"NED","He was taken at my command to answer for his crimes.","01","05","The Wolf and The Lion"
"LITTLEFINGER","My Lords! I'll bring the City Watch! (exits)","01","05","The Wolf and The Lion"
"JAIME","Come, Stark. I'd rather you die sword in hand.","01","05","The Wolf and The Lion"
"JORY","If you threaten My Lord again --","01","05","The Wolf and The Lion"
"JAIME","Threaten? As in, ""I'm going to open your Lord from balls to brains and see what Starks are made of""?","01","05","The Wolf and The Lion"
"NED","You k*ll me, your brother's a dead man.","01","05","The Wolf and The Lion"
"JAIME","You're right. (to his men) Take him alive! k*ll his men!","01","05","The Wolf and The Lion"
"JAIME","My brother, Lord Stark ... we want him back.","01","05","The Wolf and The Lion"
"Eddard Stark","Your pardon, your Grace. I would rise, but...","01","06","A Golden Crown"
"Cersei Baratheon","Do you know what your wife has done?","01","06","A Golden Crown"
"Eddard Stark","She did nothing I did not command.","01","06","A Golden Crown"
"Robert Baratheon","Who'd have thought she had it in her?","01","06","A Golden Crown"
"Cersei Baratheon","By what right dare you lay hands on my blood?","01","06","A Golden Crown"
"Eddard Stark","I am the King's Hand, charged with keeping the peace...","01","06","A Golden Crown"
"Cersei Baratheon","You were the King's Hand. You shall now be held accountable.","01","06","A Golden Crown"
"Robert Baratheon","Will both of you shut your mouths?! Catelyn will release Tyrion and you'll make your peace with Jaime.","01","06","A Golden Crown"
"Eddard Stark","He butchered my men...","01","06","A Golden Crown"
"Cersei Baratheon","Lord Stark was returning drunk from a brothel when his men attacked Jaime.","01","06","A Golden Crown"
"Robert Baratheon","Quiet, woman.","01","06","A Golden Crown"
"Eddard Stark","Jaime has fled the city. Give me leave to bring him back to justice.","01","06","A Golden Crown"
"Cersei Baratheon","I took you for a King.","01","06","A Golden Crown"
"Robert Baratheon","Hold your tongue.","01","06","A Golden Crown"
"Cersei Baratheon","He's attacked one of my brothers and abducted the other. I should wear the armor and you the gown.","01","06","A Golden Crown"
"Cercei","I shall wear this like a badge of honor.","01","06","A Golden Crown"
"Robert Baratheon","Wear it in silence or I'll honor you again.","01","06","A Golden Crown"
"Robert Baratheon","See what she does to me? (pours wine from a goblet into a cup) My loving wife. I should not have hit her.(sits down on the bed, facing away from Ned) . That was not... That was not Kingly. (drinks the wine)","01","06","A Golden Crown"
"Eddard Stark","If we don't act, there will be a w*r.","01","06","A Golden Crown"
"Robert Baratheon","So tell your wife to return that little shit of an Imp to King's Landing. She's had her fun, now put an end to it. You hear me? Send a raven and put an end to it.","01","06","A Golden Crown"
"Eddard Stark","And what about Jaime Lannister?","01","06","A Golden Crown"
"Eddard Stark","What about Jaime?","01","06","A Golden Crown"
"Robert Baratheon","I'm half a Kingdom in debt to his bloody father! I don't know what happened between you and those yellow-haired shits. I don't want to know. This is what matters... I can't rule the Kingdoms if the Starks and the Lannisters are at each other's throats. So enough.","01","06","A Golden Crown"
"Eddard Stark","As you command, your Grace. With your leave, I will return to Winterfell and set matters straight.","01","06","A Golden Crown"
"Robert Baratheon","Piss on that. Send a raven. I want you to stay. I'm the King. I get what I want.... I never loved my brothers. A sad thing for a man to admit, but it's true. You were the brother I chose. (he looks back at Ned. He stands up) We'll talk when I return from the hunt.(he throws the 'hand's badge' at him)","01","06","A Golden Crown"
"Eddard Stark","The hunt?","01","06","A Golden Crown"
"Robert Baratheon","k*ll things clears my head. (at the door) You'll have to sit on the throne while I'm away. You'll hate it more than I do.","01","06","A Golden Crown"
"Eddard Stark","The Targaryen girl...","01","06","A Golden Crown"
"Robert Baratheon","(opens the door) Seven hells! don't start with her again. The girl will die and I'll hear no more of it. Put on the badge. And if you ever take it off again, I swear to the Mother I'll pin the damned thing on Jaime Lannister. (exits. the door closes) (Ned picks up the badge the badge)","01","06","A Golden Crown"
"Irri","Khaleesi?","01","06","A Golden Crown"
"Daenerys Targaryen","You're hurt.","01","06","A Golden Crown"
"Brandon Stark","Woohoo!","01","06","A Golden Crown"
"Robb Stark","Not too fast.","01","06","A Golden Crown"
"Brandon Stark","Come on, Dancer.","01","06","A Golden Crown"
"Theon Greyjoy","When are you gonna tell him?","01","06","A Golden Crown"
"Robb Stark","Not now.","01","06","A Golden Crown"
"Theon Greyjoy","Blood for blood.","01","06","A Golden Crown"
"Brandon Stark","Come on! (he keeps riding)","01","06","A Golden Crown"
"Theon Greyjoy","You need to make the Lannisters pay for Jory and the others.","01","06","A Golden Crown"
"Robb Stark","You're talking about w*r.","01","06","A Golden Crown"
"Bran","Woooohoo!","01","06","A Golden Crown"
"Theon Greyjoy","I'm talking about justice.","01","06","A Golden Crown"
"Robb Stark","Only the Lord of Winterfell can call in the bannermen and raise an army.","01","06","A Golden Crown"
"Theon Greyjoy","A Lannister put his spear through your father's leg. The Kingslayer rides for Casterly Rock where no one can touch him...","01","06","A Golden Crown"
"Bran","Woohoo!","01","06","A Golden Crown"
"Robb Stark","You want me to march on Casterly Rock?","01","06","A Golden Crown"
"Theon Greyjoy","You're not a boy anymore. They attacked your father. They've already started the w*r. It's your duty to represent your House when your father can't.","01","06","A Golden Crown"
"Bran","Come on, Dancer.","01","06","A Golden Crown"
"Robb Stark","And it's not your duty, because it's not your House.(he looks around. he stands up) Where's Bran?","01","06","A Golden Crown"
"Theon Greyjoy","(he stands up, looks around) I don't know. It's not my House. (walks away)","01","06","A Golden Crown"
"Brandon Stark","Robb?","01","06","A Golden Crown"
"Osha","All alone in the deep, dark woods.","01","06","A Golden Crown"
"Brandon Stark","I'm not alone. My brother is with me.","01","06","A Golden Crown"
"Wildling 1","I don't see him. Got him hidden under your cloak?","01","06","A Golden Crown"
"Osha","That's a pretty pin. Silver.","01","06","A Golden Crown"
"Wildling 1","We'll take the pin and the horse. (he brushes the back of the horse's neck) Get down. Be quick about it.","01","06","A Golden Crown"
"Brandon Stark","I can't. (he looks down at his legs) The saddle... the straps.","01","06","A Golden Crown"
"Wildling 1","What's wrong with you? You some kind of cripple?","01","06","A Golden Crown"
"Brandon Stark","I'm Brandon Stark of Winterfell! If you don't let me be, I'll have you all k*ll!","01","06","A Golden Crown"
"Wildling 2","Cut his little cock off and stuff it in his mouth.","01","06","A Golden Crown"
"Osha","The boy's worth nothing dead. (The First keeps cutting the straps) Benjen Stark's own blood? Think, what Mance would give us.","01","06","A Golden Crown"
"Wildling 1","(he stops cutting) Piss on Mance Rayder, and piss on the North. We're going as far South as South goes. There ain't no White Walkers down in Dorne.","01","06","A Golden Crown"
"Robb Stark","Drop the kn*fe. Let him go and I'll let you live.","01","06","A Golden Crown"
"Wildling 1","(spits at Robb's direction)","01","06","A Golden Crown"
"Brandon Stark","Robb! Robb!","01","06","A Golden Crown"
"Wildling 1","(he looks down at Bran) Shut up! (he looks up at Robb) Drop the blade!","01","06","A Golden Crown"
"Brandon Stark","No, don't.","01","06","A Golden Crown"
"Wildling 1","Do it.","01","06","A Golden Crown"
"Wildling 1","(gasps) (an arrow has pierced his chest. He fall down to reveal theon holding an arrow behind him)","01","06","A Golden Crown"
"Robb Stark","Are you all right?","01","06","A Golden Crown"
"Brandon Stark","Yes. It doesn't hurt.","01","06","A Golden Crown"
"Theon Greyjoy","Tough little lad. In the Iron Islands, you're not a man until you've k*ll your first enemy. Well done.","01","06","A Golden Crown"
"Robb Stark","Have you lost your mind? What if you'd missed?","01","06","A Golden Crown"
"Theon Greyjoy","He would have k*ll you and cut Bran's throat.","01","06","A Golden Crown"
"Robb Stark","You don't have the right...","01","06","A Golden Crown"
"Theon Greyjoy","To what, to save your brother's life? It was the only thing to do, so I did it.","01","06","A Golden Crown"
"Robb Stark","What about her?","01","06","A Golden Crown"
"Osha","Give me my life, my Lord, and I'm yours(she begs with her hands together)","01","06","A Golden Crown"
"Robb Stark","We'll keep her alive.","01","06","A Golden Crown"
"Tyrion Lannister","Mord! (he bangs at the door) Turnkey! Mord!","01","06","A Golden Crown"
"Mord","Dwarf man making noise! (he hits Tyrion, making him back away 'till his back is against the wall.)","01","06","A Golden Crown"
"Tyrion Lannister","How would you like to be rich?","01","06","A Golden Crown"
"Mord","(he hits tyrion again) Dwarf man still making noise.","01","06","A Golden Crown"
"Tyrion Lannister","My family is rich. We have gold, lots of gold. I'm prepared to give you lots of gold in...","01","06","A Golden Crown"
"Mord","No gold!","01","06","A Golden Crown"
"Tyrion Lannister","Well, I don't have it here.","01","06","A Golden Crown"
"Mord","(he hits him again) No gold. f*ck off.","01","06","A Golden Crown"
"Arya Stark","I don't want to practice today.","01","06","A Golden Crown"
"Syrio Forel","(gets out of the stance) No?","01","06","A Golden Crown"
"Arya Stark","They k*ll Jory. My father is hurt. I don't care about stupid wooden swords.","01","06","A Golden Crown"
"Syrio Forel","(he walks towards her) You are troubled.","01","06","A Golden Crown"
"Arya Stark","Yes.","01","06","A Golden Crown"
"Syrio Forel","(he rattles his sword close to her face) Good! Trouble is the perfect time for training. When you are dancing in the meadow with your dolls and kittens, this is not when fighting happens.","01","06","A Golden Crown"
"Arya Stark","I don't like dolls and k...(he swipes her arm with his sword)","01","06","A Golden Crown"
"Syrio Forel","You're not here. You're with your trouble. If you are with your trouble when fighting happens...","01","06","A Golden Crown"
"Syrio","More trouble for you. Just so. How can you be quick as a snake... (they fight, as she stands up) Or as quiet as a shadow... (their swords meet again. Syrio disarms her by taking her sword with his hand and quickly turns to place his, and her sword, at her neck) When you are somewhere else? (he removes the swords and holds them in one hand. He places his hand on her shoulder) You are fearing for your father. (she nods) That is right. Do you pray to the Gods?","01","06","A Golden Crown"
"Arya Stark","The old and the new.","01","06","A Golden Crown"
"Syrio Forel","There is only one God and his name is Death. And there is only one thing we say to Death (he lifts her head up with his finger on her chin)   ""Not today.""","01","06","A Golden Crown"
"Viserys Targaryen","She has to eat the whole heart? (Viserys is standing amidst the dothraki crowd with Jorah) I hope that wasn't my horse.","01","06","A Golden Crown"
"Jorah Mormont","She's doing well.","01","06","A Golden Crown"
"Viserys Targaryen","She'll never keep it down. (the priestess sings louder) Tell me what she's saying.","01","06","A Golden Crown"
"Jorah Mormont","""The prince is riding. I have heard the thunder of his hooves. Swift as the wind he rides. His enemies will cower before him... And their wives will weep tears of blood."" She's going to have a boy.","01","06","A Golden Crown"
"Viserys Targaryen","He won't be a real Targaryen. He won't be a true Dragon.","01","06","A Golden Crown"
"Jorah Mormont","""The stallion who mounts the world. The stallion is the Khal of Khals. He shall unite the people into a single Khalasar. All the people of the world will be his herd"".","01","06","A Golden Crown"
"Daenerys Targaryen","(she stands up and speaks in dothraki) A Prince rides inside me! And he shall be called Rhaegol!","01","06","A Golden Crown"
"Viserys Targaryen","They love her.","01","06","A Golden Crown"
"Jorah Mormont","She truly is a queen today. (he looks beside him, no one)","01","06","A Golden Crown"
"Jorah Mormont","Don't let them see you carrying a sword in Vaes Dothrak. You know the law.","01","06","A Golden Crown"
"Viserys Targaryen","(sheaths his sword) It's not my law.(turns and puts another egg in the bag)","01","06","A Golden Crown"
"Jorah Mormont","They don't belong to you.","01","06","A Golden Crown"
"Viserys Targaryen","Whatever is hers is also mine. (and another)","01","06","A Golden Crown"
"Jorah Mormont","Once, perhaps.","01","06","A Golden Crown"
"Viserys Targaryen","If I sell one egg, I'll have enough to buy a ship. Two eggs... a ship and an army.","01","06","A Golden Crown"
"Jorah Mormont","And you have all three.","01","06","A Golden Crown"
"Viserys Targaryen","I need a large army. (takes a step closer holding the bag) I'm the last hope of a dynasty, Mormont. The greatest dynasty this world has ever seen on my shoulders since I was five years old... And no one has ever given me what they gave to her in that tent. Never. Not a piece of it. How can I carry what I need to carry without it? Who can rule without wealth or fear or love? (smiles, walking up to him) You stand there, all nobility and honor. (a foot away) You don't think I see you looking at my little sister? Don't think I know what you want?. ...(they stare at each other) ...I don't care. You can have her. She can be Queen of the savages, and dine on the finest bloody horseparts, and you can dine on whichever parts of her you like. But let me go(stepping aside. Jorah steps to him)","01","06","A Golden Crown"
"Jorah Mormont","You can go. You can't have the eggs.","01","06","A Golden Crown"
"Viserys Targaryen","You swore an oath to me. Does loyalty mean nothing to you?","01","06","A Golden Crown"
"Jorah Mormont","It means everything to me.","01","06","A Golden Crown"
"Viserys Targaryen","And yet here you stand.","01","06","A Golden Crown"
"Jorah Mormont","And yet here I stand.","01","06","A Golden Crown"
"Tyrion Lannister","Mord!. .....Mord!. .....Mord!. .....(he kicks the door, once, twice, thrice) ....Mord!","01","06","A Golden Crown"
"Mord","(above Tyrion) Noise again!","01","06","A Golden Crown"
"Tyrion Lannister",". ...About the gold...","01","06","A Golden Crown"
"Mord","(hits Tyrion) No gold! (waving the stick at him) No gold.","01","06","A Golden Crown"
"Tyrion Lannister","Listen to me! Listen to me...Sometimes possession is an abstract concept...(gets hit on the arm by Mord) When they captured me they took my purse, but the gold is still mine.","01","06","A Golden Crown"
"Mord","(pointing the stick) Where?","01","06","A Golden Crown"
"Tyrion Lannister","Where? I don't know where (gets hit on his leg) , but when they free me...","01","06","A Golden Crown"
"Mord","You want free? (points his stick at the outside) Go be free.","01","06","A Golden Crown"
"Tyrion Lannister","Have you ever heard the phrase ""Rich as a Lannister""? (Mord looks at him, interested) Of course you have! You're a smart man. You know who the Lannisters are. I am a Lannister. Tyrion, son of Tywin! And of course, you have also heard the phrase, ""A Lannister always pays his debts."" If you deliver a message from me( starts to stand, causing Mord to raise his stick) ... to Lady Arryn, I will be in your debt. I will owe you gold. If you deliver the message and I live, which I very much intend to do.","01","06","A Golden Crown"
"Mord",". ......What message?","01","06","A Golden Crown"
"Tyrion Lannister","(he stands up, Mord raises his stick up again, and takes a step back) Tell her I wish to confess my crimes.","01","06","A Golden Crown"
"Lysa Arryn","(to Tyrion) You wish to confess your crimes?","01","06","A Golden Crown"
"Tyrion Lannister","Yes my Lady. I do, my Lady.","01","06","A Golden Crown"
"Lysa Arryn","(turns to Catelyn, who's standing next to Robyn) The sky cells always break them. (turns to Tyrion) Speak, Imp. Meet your Gods as an honest man.","01","06","A Golden Crown"
"Tyrion Lannister","Where do I begin, my Lords and Ladies? I'm a vile man, I confess it. My crimes and sins are beyond counting. I have lied and cheated, gambled and whored. I'm not particularly good at violence, (Catelyn looks on) but I'm good at convincing others to do violence for me. (Bronn looks on, aside a pillar, secluded from the crowd) You want specifics, I suppose. When I was seven, I saw a servant girl bathing in the river. I stole her robe. She was forced to return to the castle naked and in tears. (eyes closed) If I close my eyes, I can still see her tits bouncing. (the members of court murmur, Bronn smiles, and Tyrion opens his eyes) When I was 10, I stuffed my Uncle's boots with goatshit. When confronted with my crime, I blamed a squire. Poor boy was flogged and I escaped justice(Bronn keeps smiling) . When I was 12, I milked my eel into a pot of turtle stew. (the crowd gasps, outraged. Bronn lightly chuckles) I flogged the one-eyed snake. (chuckles and gasps sound in the air) I skinned my sausage. I made the bald man cry....(he rattles his chains, shaking his hand below his belly) into the turtle stew, which I do believe my sister ate, at least I hope she did. I once brought a jackass and a honeycomb into a brothel...","01","06","A Golden Crown"
"Lysa Arryn","(stands) Silence!","01","06","A Golden Crown"
"Robin Arryn","What happened next?","01","06","A Golden Crown"
"Lysa Arryn","What do you think you're doing?","01","06","A Golden Crown"
"Tyrion Lannister","Confessing my crimes.","01","06","A Golden Crown"
"Catelyn Stark","Lord Tyrion, You are accused of hiring a man to slay my son Bran in his bed, and of conspiring to m*rder my sister's husband Lord Jon Arryn, the Hand of the King.","01","06","A Golden Crown"
"Tyrion Lannister","I'm very sorry. I don't know anything about all that.","01","06","A Golden Crown"
"Lysa Arryn","You've had your little joke. I trust you enjoyed it. Mord! (Mord steps forward) Take him back to the dungeon. But this time find a smaller cell, with a steeper floor.","01","06","A Golden Crown"
"Tyrion Lannister","Is this how justice is done in the Vale? (Mord steps back, smiling at Tyrion) You accuse me of crimes, (looking around at the court members) I deny them, so you throw me into a cell to freeze and starve? Where is the King's justice? (looks at Lysa) I am accused and demand a trial!","01","06","A Golden Crown"
"Lysa Arryn","(looks at the crowd, then back at Tyrion) If you're tried and found guilty, then by the King's own laws you will pay with your life.","01","06","A Golden Crown"
"Tyrion Lannister","I understand the law.","01","06","A Golden Crown"
"Lysa Arryn","We have no executioner in the Eyrie. Life is more elegant here. (turns her head to her left) Open the Moon Door.","01","06","A Golden Crown"
"Lysa Arryn","You want a trial, my Lord Lannister. Very well. My son will listen to whatever you have to say, and you will hear his judgment. Then you will leave... By one door or the other.","01","06","A Golden Crown"
"Tyrion Lannister","No need to bother Lord Robin. I demand a trial by combat.","01","06","A Golden Crown"
"Lysa Arryn","You have that right.","01","06","A Golden Crown"
"Knight 1","I beg the honor. Let me be your champion.","01","06","A Golden Crown"
"Knight 2","The honor should be mine.(standing amongs the member of court) For the love I bore your Lord husband, let me avenge his death.","01","06","A Golden Crown"
"Knight 3","I'll fight for you.(from the crowd)","01","06","A Golden Crown"
"Knight 4","It'll be my honor.(from the crowd)","01","06","A Golden Crown"
"Knight 5","The honor should be mine.(from the crowd)","01","06","A Golden Crown"
"Robin Arryn","Make the bad man fly!","01","06","A Golden Crown"
"Lysa Arryn","(to a knight, standing behind Tyrion) Ser Vardis... You're quiet. Don't you want to avenge my husband?","01","06","A Golden Crown"
"Vardis Egan","(steps forward) With all my heart, my Lady (he kneels. Catelyn looks at him) But the Imp is half my size. It would be shameful to slaughter such a man and call it justice.","01","06","A Golden Crown"
"Tyrion Lannister","Agreed.","01","06","A Golden Crown"
"Lysa Arryn","You demanded a trial by combat.","01","06","A Golden Crown"
"Tyrion Lannister","Now I demand a champion. I have that right, same as you.","01","06","A Golden Crown"
"Vardis Egan","(stands) I will gladly fight the Imp's champion, for you.","01","06","A Golden Crown"
"Tyrion Lannister","I wouldn't be too glad, Ser. I name my brother Jaime Lannister.","01","06","A Golden Crown"
"Lysa Arryn","The Kingslayer is hundreds of miles from here.","01","06","A Golden Crown"
"Tyrion Lannister","Send a raven for him. I'm happy to wait.","01","06","A Golden Crown"
"Lysa Arryn","(shakes her head) The trial will be today.","01","06","A Golden Crown"
"Tyrion Lannister","(turns around) Do I have a volunteer? (members chuckle) Anyone? (Robyn giggles) Anyone? (Robyn giggles as the members continue chuckle. Tyrion turns to Lysa)","01","06","A Golden Crown"
"Lysa Arryn","I think we can assume that no one is willing...","01","06","A Golden Crown"
"Bronn","I'll stand for the dwarf.","01","06","A Golden Crown"
"Lancel Lannister","(Walks up to Robert) More wine, your Grace?","01","06","A Golden Crown"
"Robert Baratheon","Now, what was I saying?","01","06","A Golden Crown"
"Renly Baratheon","A simpler time.","01","06","A Golden Crown"
"Robert Baratheon","It was. It was. You're too young to remember. Wasn't it simpler, Selmy?","01","06","A Golden Crown"
"Barristan Selmy","It was, your Grace.","01","06","A Golden Crown"
"Robert Baratheon","The enemy was right in the open, vicious as you like, all but sending you a bloody invitation. Nothing like today.","01","06","A Golden Crown"
"Renly Baratheon","It sounds exhilarating.","01","06","A Golden Crown"
"Robert Baratheon","Exhilarating, yes. Not as exhilarating as those balls and masquerades you like to throw (starts a hearty laugh as Renly swallows his irritation) (They continue to walk, deeper in the woods) You ever f*ck a Riverlands girl?","01","06","A Golden Crown"
"Renly Baratheon","Once. I think.","01","06","A Golden Crown"
"Robert Baratheon","You think? I think you'd remember. Back in our day, you weren't a real man until you'd f*cked one girl from each of the Seven Kingdoms and the Riverlands. We used to call it ""making the eight.""","01","06","A Golden Crown"
"Renly Baratheon","Those were some lucky girls.","01","06","A Golden Crown"
"Robert Baratheon","You ever make the eight, Barristan?","01","06","A Golden Crown"
"Barristan Selmy","I don't believe so, your Grace.","01","06","A Golden Crown"
"Robert Baratheon","Those were the days.","01","06","A Golden Crown"
"Renly Baratheon","Which days, exactly? (renly stops walking and Robert turns to him) The ones where half of Westeros fought the other half and millions died? (the rest of the party stop as well) Or before that, when the Mad King slaughtered women and babies because the voices in his head told him they deserved it? Or way before that, when dragons burned whole cities to the ground?!","01","06","A Golden Crown"
"Robert Baratheon","Easy, boy. You might be my brother, but you're speaking to the King.","01","06","A Golden Crown"
"Renly Baratheon","I suppose it was all rather heroic... If you were drunk enough and had some poor Riverlands whore to shove your prick inside and make the eight. (he slaps his spear to his other hand and walks off in anger. Robert looks at him. Lancel walks to Robert)","01","06","A Golden Crown"
"Lancel Lannister","More wine, your Grace?","01","06","A Golden Crown"
"Farmer","They burned most everything in the Riverlands (A Farmer, standing some feet away from Ned)   our fields, our granaries, (some farmers behind him look down, sullen) our homes. They took our women, then they took 'em again. When they was done, they butchered them as if they was animals. They covered our children in pitch, and lit them on fire (his voice croaks as he tries not to cry)","01","06","A Golden Crown"
"Maester Pycelle","Brigands, most likely.","01","06","A Golden Crown"
"Farmer","They weren't thieves. They didn't steal nothing. (one of the farmers shakes his head) They even left something behind, your Grace.","01","06","A Golden Crown"
"Maester Pycelle","It's the King's Hand you're addressing, (Ned looks at him) not the King. The King is hunting.","01","06","A Golden Crown"
"Petyr Baelish","Fish. The Sigil of House Tully. (he leans his head towards Ned Stark and whispers) Isn't that your wife's house... Tully, my Lord Hand?","01","06","A Golden Crown"
"Eddard Stark","(to the farmer) These men, were they flying a Sigil? A banner?","01","06","A Golden Crown"
"Farmer","None, your... Hand. The one who was leading them... Taller by a foot than any man I've ever met, saw him cut the blacksmith in two, saw him take the head off a horse with a single swing of his sword.","01","06","A Golden Crown"
"Petyr Baelish","(still leaning) That sounds like someone we know. The Mountain.","01","06","A Golden Crown"
"Eddard Stark","(to the farmer) You're describing Ser Gregor Clegane.","01","06","A Golden Crown"
"Maester Pycelle","Why should Ser Gregor turn brigand? The man is an anointed knight.","01","06","A Golden Crown"
"Petyr Baelish","(to Pycelle) I've heard him called Tywin Lannister's mad dog. I'm sure you have as well. (to Ned, voice lowered) Can you think of any reason the Lannisters might possibly have for being angry with your wife? (he stares at Ned, who stares back. Ned turnes back to the farmer)","01","06","A Golden Crown"
"Maester Pycelle","If the Lannisters were to order attacks on villages under the King's protection, it would be...","01","06","A Golden Crown"
"Petyr Baelish","That would be almost as brazen as attacking the Hand of the King in the streets of the capital.(Pycelle mumbles to himself. Petyr and Ned exchange stares. Ned turns to the farmer)","01","06","A Golden Crown"
"Eddard Stark","I cannot give you back your homes or restore your dead to life, but perhaps I can give you justice, in the name of our King, Robert. Lord Beric Dondarrion. (Berric steps forward from the crowd) (to Berric) You shall have the command. Assemble 100 men and ride to Ser Gregor's keep.","01","06","A Golden Crown"
"Beric Dondarrion","As you command.","01","06","A Golden Crown"
"Eddard Stark","(to Berric) In the name of Robert of the House Baratheon, the first of his name, King of the Andals and the first men, Lord of the Seven Kingdoms and protector of the realm, I charge you to bring the King's justice to the false knight Gregor Clegane and all those who shared in his crimes. I denounce him and attaint him. (gasps, murmurs, and voices of outrage sound at court) I strip him of all ranks and titles, of all lands and holdings, and sentence him to death.","01","06","A Golden Crown"
"Maester Pycelle","(stands up, outraged) My Lord. This is a drastic action. It would be better to wait for King Robert's return.","01","06","A Golden Crown"
"Eddard Stark","Grand Maester Pycelle.","01","06","A Golden Crown"
"Maester Pycelle","My Lord.","01","06","A Golden Crown"
"Eddard Stark","Send a raven to Casterly Rock. Inform Tywin Lannister that he has been summoned to Court to answer for the crimes of his bannermen. He will arrive within the fortnight or be branded an enemy of the crown and a traitor to the realm.","01","06","A Golden Crown"
"Petyr Baelish","(to Ned, voice lowered) A bold move, my Lord, and admirable. But is it wise to yank the lion's tail? Tywin Lannister is the richest man in all the Seven Kingdoms. (He stops walking) (voice raised) Gold wins wars, not soldiers.","01","06","A Golden Crown"
"Eddard Stark","(walking on the Throne Room floor) Then how come Robert is King and not Tywin Lannister? (walks away)","01","06","A Golden Crown"
"Robyn Arryn","(Lord Robyn stands and signals with the throw of his fist) Fight!","01","06","A Golden Crown"
"Lysa Arryn","Stand and fight, coward!","01","06","A Golden Crown"
"Tyrion Lannister","Yes! (Catelyn looks at Tyrion, who pushes his lower lip with his tongue from the inside)","01","06","A Golden Crown"
"Lysa Arryn","(to Vadis) Enough, Ser Vardis! Finish him! (she looks at Tyrion, who returns the glare. Vadis looks at Lysa, then Bronn. He lowers his helm, and they resume fighting)","01","06","A Golden Crown"
"Robin Arryn","(smiling) (to Lysa) Is it over?","01","06","A Golden Crown"
"Lysa Arryn","You don't fight with honor!","01","06","A Golden Crown"
"Bronn","No. (He looks at the Moon Door, points, and looks back at Lysa) He did.","01","06","A Golden Crown"
